source_path,line,topic,keywords,excerpt,context
00_original_metatime/Metatime-main/README.md,59,other,neutrino,| **Neutrinos**    | Î˝â       | 0.02     | Seed p=6 sub-threshold     |,"57: |                  | b        | 10.0     | Power-law anchor           |
58: |                  | t        | 100.0    | Power-law anchor           |
59: | **Neutrinos**    | Î˝â       | 0.02     | Seed p=6 sub-threshold     |
60: |                  | Î˝â       | 0.05     | Seed p=6 sub-threshold     |
61: |                  | Î˝â       | 0.10     | Seed p=6 sub-threshold     |"
00_original_metatime/Metatime-main/README.md,73,other,lepton,- Leptons: Îą â 2.97 (from RG analysis in CIEL0 project),"71: - **đ_f** is a family-specific mass scale (dimensional)
72: - **Îą_f** is the family exponent, typically O(1â3), determined by RG running or dimensional analysis:
73:   - Leptons: Îą â 2.97 (from RG analysis in CIEL0 project)
74:   - Light quarks: Îą â 1.50
75:   - Heavy quarks: Îą â 1.60"
00_original_metatime/Metatime-main/README.md,100,other,top,"- The Berry connection A_Berry on M_time is analogous to an electromagnetic gauge field; it represents the ""local topological structure"" of the manifold.","98: 
99: **Physical Meaning**:
100: - The Berry connection A_Berry on M_time is analogous to an electromagnetic gauge field; it represents the ""local topological structure"" of the manifold.
101: - Different pairs (i,j) experience different path environments, hence different holonomies.
102: - A (i,j) are not the same as the diagonal terms; they encode **inter-generational topology**, i.e., how cycles from different generations are topologically linked."
00_original_metatime/Metatime-main/README.md,102,other,top,"- A (i,j) are not the same as the diagonal terms; they encode **inter-generational topology**, i.e., how cycles from different generations are topologically linked.","100: - The Berry connection A_Berry on M_time is analogous to an electromagnetic gauge field; it represents the ""local topological structure"" of the manifold.
101: - Different pairs (i,j) experience different path environments, hence different holonomies.
102: - A (i,j) are not the same as the diagonal terms; they encode **inter-generational topology**, i.e., how cycles from different generations are topologically linked.
103: 
104: **Practical Form (Toy SÂ˛ Model)**: For a simplified sphere with azimuthal and polar structure:"
00_original_metatime/Metatime-main/ResChem/Solver.py,14,other,up,- Superconductor properties (YBCO example),"12: - Nuclear binding energies via scaled SEMF
13: - Material wave analysis: atomic frequencies, chord coherence
14: - Superconductor properties (YBCO example)
15: - Fractal potential for O_I vacuum expectation value
16: """""""
00_original_metatime/Metatime-main/ResChem/Solver.py,20,other,up,"from typing import Dict, List, Tuple, Optional","18: import numpy as np
19: from scipy.optimize import minimize_scalar
20: from typing import Dict, List, Tuple, Optional
21: 
22: # ============================================================================="
00_original_metatime/Metatime-main/ResChem/Solver.py,41,other,top,# 2. Topological indices and linking coefficients (examples),"39: 
40: # =============================================================================
41: # 2. Topological indices and linking coefficients (examples)
42: #    These should be derived from twin‑prime / Collatz analysis.
43: #    Here we provide typical values from METATIME v2.1."
00_original_metatime/Metatime-main/ResChem/Solver.py,42,other,Collatz,#    These should be derived from twin‑prime / Collatz analysis.,"40: # =============================================================================
41: # 2. Topological indices and linking coefficients (examples)
42: #    These should be derived from twin‑prime / Collatz analysis.
43: #    Here we provide typical values from METATIME v2.1.
44: # ============================================================================="
00_original_metatime/Metatime-main/ResChem/Solver.py,105,other,boson,return (IM_S1 * 2 * np.pi / oi) * spectral_scale  # in MeV (since M0_BOSON = 1000),"103:     """"""
104:     spectral_scale = 9.3503
105:     return (IM_S1 * 2 * np.pi / oi) * spectral_scale  # in MeV (since M0_BOSON = 1000)
106: 
107: def mass_W(oi: float) -> float:"
00_original_metatime/Metatime-main/ResChem/Solver.py,118,other,Higgs,higgs_ratio = 1.3718,"116:     Higgs mass: from ratio m_H/m_Z ≈ 1.3718 (topological seam)
117:     """"""
118:     higgs_ratio = 1.3718
119:     return mass_Z(oi) * higgs_ratio
120: "
00_original_metatime/Metatime-main/ResChem/Solver.py,184,other,up,"def estimate_Tc(material_params: Dict, oi: float) -> Tuple[float, float]:","182:     return count / total_pairs
183: 
184: def estimate_Tc(material_params: Dict, oi: float) -> Tuple[float, float]:
185:     """"""
186:     Simplified estimate of superconducting Tc (e.g., for YBCO)."
00_original_metatime/Metatime-main/ResChem/Solver.py,186,other,up,"Simplified estimate of superconducting Tc (e.g., for YBCO).","184: def estimate_Tc(material_params: Dict, oi: float) -> Tuple[float, float]:
185:     """"""
186:     Simplified estimate of superconducting Tc (e.g., for YBCO).
187:     material_params should contain:
188:         - 'f0' : reference frequency"
00_original_metatime/Metatime-main/cielnofft.py,20,other,up,"from typing import Tuple, List, Dict, Optional, Union, Callable","18: import cmath
19: from dataclasses import dataclass
20: from typing import Tuple, List, Dict, Optional, Union, Callable
21: import warnings
22: warnings.filterwarnings('ignore')"
00_original_metatime/Metatime-main/cielnofft.py,36,other,up,lambda_1: float = 0.1  # Intention field coupling,"34:     
35:     # CIEL/0 specific parameters
36:     lambda_1: float = 0.1  # Intention field coupling
37:     lambda_2: float = 0.05  # Lambda0 coupling
38:     lambda_3: float = 0.2  # Phase coupling"
00_original_metatime/Metatime-main/cielnofft.py,37,other,up,lambda_2: float = 0.05  # Lambda0 coupling,"35:     # CIEL/0 specific parameters
36:     lambda_1: float = 0.1  # Intention field coupling
37:     lambda_2: float = 0.05  # Lambda0 coupling
38:     lambda_3: float = 0.2  # Phase coupling
39:     alpha: float = 0.01  # Cognitive shear coupling"
00_original_metatime/Metatime-main/cielnofft.py,38,other,up,lambda_3: float = 0.2  # Phase coupling,"36:     lambda_1: float = 0.1  # Intention field coupling
37:     lambda_2: float = 0.05  # Lambda0 coupling
38:     lambda_3: float = 0.2  # Phase coupling
39:     alpha: float = 0.01  # Cognitive shear coupling
40:     beta: float = 0.1  # Topological coupling"
00_original_metatime/Metatime-main/cielnofft.py,39,other,up,alpha: float = 0.01  # Cognitive shear coupling,"37:     lambda_2: float = 0.05  # Lambda0 coupling
38:     lambda_3: float = 0.2  # Phase coupling
39:     alpha: float = 0.01  # Cognitive shear coupling
40:     beta: float = 0.1  # Topological coupling
41:     eta: float = 0.001  # Resonance-curvature coupling"
00_original_metatime/Metatime-main/cielnofft.py,40,other,top;up,beta: float = 0.1  # Topological coupling,"38:     lambda_3: float = 0.2  # Phase coupling
39:     alpha: float = 0.01  # Cognitive shear coupling
40:     beta: float = 0.1  # Topological coupling
41:     eta: float = 0.001  # Resonance-curvature coupling
42:     "
00_original_metatime/Metatime-main/cielnofft.py,41,other,up,eta: float = 0.001  # Resonance-curvature coupling,"39:     alpha: float = 0.01  # Cognitive shear coupling
40:     beta: float = 0.1  # Topological coupling
41:     eta: float = 0.001  # Resonance-curvature coupling
42:     
43:     # Dimensional scales"
00_original_metatime/Metatime-main/cielnofft.py,125,other,up,# Resonance coupling factor,"123:         rho = np.maximum(rho, 1e-30)
124:         
125:         # Resonance coupling factor
126:         alpha_res = self.compute_resonance(self.S_field, self.I_field)
127:         "
00_original_metatime/Metatime-main/data/2025/harmonic_zones_analysis.csv,2,other,top,"Intentional,< 30,4.7523875232423665,Dynamic Topology","1: zone,l_range,avg_change,physical_meaning
2: Intentional,< 30,4.7523875232423665,Dynamic Topology
3: Structural,30-200,0.99262217015989,Galaxy-scale Coherence
4: Acoustic,> 200,0.0021122885813870543,Preserved Recombination Structure"
00_original_metatime/Metatime-main/data/2026/01/beta-berry-hadron sim results/hadron_F_results.csv,7,other,up,"Upsilon_bb,1.0,1.0","5: kaon_us,1.002122835399999,0.9999999999999999
6: D_cd,0.9887539265984276,1.0
7: Upsilon_bb,1.0,1.0"
00_original_metatime/Metatime-main/data/2026/01/beta-berry-hadron sim results/interpretation.md,43,other,up,- **Light hadrons**: F<0.9 (suppression → binding energy contribution).,"41: 
42: **Trends**:
43: - **Light hadrons**: F<0.9 (suppression → binding energy contribution).
44: - **Heavy**: F→1 (minimal topology).
45: - **uud vs udd**: Slight hierarchy (proton > neutron)."
00_original_metatime/Metatime-main/data/2026/01/beta-berry-hadron sim results/interpretation.md,44,other,top,- **Heavy**: F→1 (minimal topology).,"42: **Trends**:
43: - **Light hadrons**: F<0.9 (suppression → binding energy contribution).
44: - **Heavy**: F→1 (minimal topology).
45: - **uud vs udd**: Slight hierarchy (proton > neutron).
46: "
00_original_metatime/Metatime-main/data/2026/01/beta-berry-hadron sim results/interpretation.md,51,other,up,| Min F_ij | 0.652    | Strongest suppression   |,"49: | Metric    | Value    | Comment                  |
50: |-----------|----------|--------------------------|
51: | Min F_ij | 0.652    | Strongest suppression   |
52: | Max F_ij | 1.554    | Strongest enhancement   |
53: | Mean     | 1.000    | Normalized              |"
00_original_metatime/Metatime-main/data/2026/01/beta-berry-hadron sim results/interpretation.md,63,other,neutrino,"**Path Forward**: Neutrino F21=1.84 calibration, full baryon octet, DUNE CP via arg(W_ij).","61: 
62: **Success**: Toy S² geometry → quantitative SM predictions (F_i, hadrons).  
63: **Path Forward**: Neutrino F21=1.84 calibration, full baryon octet, DUNE CP via arg(W_ij).
64: 
65: **Files**:"
00_original_metatime/Metatime-main/data/2026/02/oneparamSM.json,9,other,lepton,"""leptons"": {","7:       ""ensemble_n"": 2000
8:     },
9:     ""leptons"": {
10:       ""e"": {
11:         ""mean"": 0.5109967034945053,"
00_original_metatime/Metatime-main/data/2026/02/oneparamSM.json,73,other,lepton,"""lepton_e"": true,","71:   },
72:   ""checks"": {
73:     ""lepton_e"": true,
74:     ""lepton_mu"": true,
75:     ""lepton_tau"": true,"
00_original_metatime/Metatime-main/data/2026/02/oneparamSM.json,74,other,lepton,"""lepton_mu"": true,","72:   ""checks"": {
73:     ""lepton_e"": true,
74:     ""lepton_mu"": true,
75:     ""lepton_tau"": true,
76:     ""16O_binding"": true"
00_original_metatime/Metatime-main/data/2026/02/oneparamSM.txt,1,other,top,NEW SM TOPO-SPECTRAL SOLVER — SUMMARY,"1: NEW SM TOPO-SPECTRAL SOLVER — SUMMARY
2: O_I_ref = 0.009170, sigma_O_I = 6.487569e-04, ensemble_n = 2000
3: "
00_original_metatime/Metatime-main/data/2026/02/oneparamSM.txt,4,other,lepton,Leptons (mean ± std) [MeV]:,"2: O_I_ref = 0.009170, sigma_O_I = 6.487569e-04, ensemble_n = 2000
3: 
4: Leptons (mean ± std) [MeV]:
5:   e: 0.510997 ± 0.000066 (PDG: 0.5109989461)
6:   mu: 105.658142 ± 0.006872 (PDG: 105.6583745)"
00_original_metatime/Metatime-main/documents/NVIDIA H200 & GB300 Harmonic Topological Resonance Inducement (HTRI).md,1,other,top,# NVIDIA H200/GB300 Harmonic Topological Resonance Inducement (HTRI),"1: # NVIDIA H200/GB300 Harmonic Topological Resonance Inducement (HTRI)
2: ## Complete Engineering Design Specification v1.0
3: "
00_original_metatime/Metatime-main/documents/NVIDIA H200 & GB300 Harmonic Topological Resonance Inducement (HTRI).md,8,other,top,**Baseline Technology:** Multi-Oscillator Beat Frequency Synchronization + Topological Charge Tracking,"6: **Authors:** Adrian Lipa (CIEL/0 Framework), 
7: **Target Devices:** NVIDIA H200, GB300 accelerators  
8: **Baseline Technology:** Multi-Oscillator Beat Frequency Synchronization + Topological Charge Tracking  
9: 
10: ---"
00_original_metatime/Metatime-main/documents/NVIDIA H200 & GB300 Harmonic Topological Resonance Inducement (HTRI).md,14,other,top,This document specifies a novel hardware modification to NVIDIA's H200 and GB300 GPUs enabling **Harmonic Topological Resonance Inducement (HTRI)**—a physics-inspired technique that:,"12: ## EXECUTIVE SUMMARY
13: 
14: This document specifies a novel hardware modification to NVIDIA's H200 and GB300 GPUs enabling **Harmonic Topological Resonance Inducement (HTRI)**—a physics-inspired technique that:
15: 
16: 1. **Induces 7.83 Hz beat frequency** across 14,080+ CUDA cores via distributed phase-locked oscillators (PLOs)"
00_original_metatime/Metatime-main/documents/NVIDIA H200 & GB300 Harmonic Topological Resonance Inducement (HTRI).md,17,other,top,"2. **Tracks topological charge (Soul Invariant Σ)** per compute block, creating persistent coherence immune to noise","15: 
16: 1. **Induces 7.83 Hz beat frequency** across 14,080+ CUDA cores via distributed phase-locked oscillators (PLOs)
17: 2. **Tracks topological charge (Soul Invariant Σ)** per compute block, creating persistent coherence immune to noise
18: 3. **Reduces EM background noise floor** by 30+ dB through destructive interference + constructive beat coherence
19: 4. **Improves floating-point precision** by 5-10x through topologically-corrected computation"
00_original_metatime/Metatime-main/documents/NVIDIA H200 & GB300 Harmonic Topological Resonance Inducement (HTRI).md,19,other,top,4. **Improves floating-point precision** by 5-10x through topologically-corrected computation,"17: 2. **Tracks topological charge (Soul Invariant Σ)** per compute block, creating persistent coherence immune to noise
18: 3. **Reduces EM background noise floor** by 30+ dB through destructive interference + constructive beat coherence
19: 4. **Improves floating-point precision** by 5-10x through topologically-corrected computation
20: 5. **Reduces energy per FLOP** by ~30% via voltage scaling enabled by higher local coherence
21: "
00_original_metatime/Metatime-main/documents/NVIDIA H200 & GB300 Harmonic Topological Resonance Inducement (HTRI).md,65,other,top,### 1.2 Topological Charge (Soul Invariant Σ),"63: ```
64: 
65: ### 1.2 Topological Charge (Soul Invariant Σ)
66: 
67: From CIEL/0 framework: **Soul Invariant** is a topological winding number encoding persistent coherence:"
00_original_metatime/Metatime-main/documents/NVIDIA H200 & GB300 Harmonic Topological Resonance Inducement (HTRI).md,67,other,top,From CIEL/0 framework: **Soul Invariant** is a topological winding number encoding persistent coherence:,"65: ### 1.2 Topological Charge (Soul Invariant Σ)
66: 
67: From CIEL/0 framework: **Soul Invariant** is a topological winding number encoding persistent coherence:
68: 
69: ```"
00_original_metatime/Metatime-main/documents/NVIDIA H200 & GB300 Harmonic Topological Resonance Inducement (HTRI).md,70,other,top,Σ = 1/(2π) ∮_C dϕ(path)  [topological charge / winding number],"68: 
69: ```
70: Σ = 1/(2π) ∮_C dϕ(path)  [topological charge / winding number]
71: 
72: Physical meaning on chip:"
00_original_metatime/Metatime-main/documents/fa00b095.md,4,other,neutrino,**Context:** Decision on calibration anchor for Metatime neutrino sector (which splitting to use for global scale \(S\) or \(s\)),"2: 
3: **Date:** January 20, 2026, 4:03 AM GMT  
4: **Context:** Decision on calibration anchor for Metatime neutrino sector (which splitting to use for global scale \(S\) or \(s\))
5: 
6: ---"
00_original_metatime/Metatime-main/documents/fa00b095.md,13,other,top,- **Solar splitting \(\Delta m^2_{21}\)** is subsequently recovered via pairwise topological correction factor \(F_{21}\).,"11: 
12: - **Global scale \(s\) is fixed by atmospheric splitting \(\Delta m^2_{31} = 2.524 \times 10^{-3}\,\text{eV}^2\)** (PDG 2024 global fit, normal ordering).
13: - **Solar splitting \(\Delta m^2_{21}\)** is subsequently recovered via pairwise topological correction factor \(F_{21}\).
14: - **Future alternative scalings** (solar-anchor, \(\Delta m^2_{32}\)-anchor) can be derived by recomputing scale factors and correction hierarchies.
15: "
00_original_metatime/Metatime-main/documents/fa00b095.md,32,other,Collatz,"- **Canonical in current notes**: *Formal_SM.pdf*, *Coherence_law_application.pdf*, *Collatz_emergence1.pdf* all use this convention explicitly.","30: ### Scaling on \(\Delta m^2_{31}\) — Pros
31: 
32: - **Canonical in current notes**: *Formal_SM.pdf*, *Coherence_law_application.pdf*, *Collatz_emergence1.pdf* all use this convention explicitly.
33: - **Simplest calibration pipeline**: Single scale factor \(s = \sqrt{\Delta m^2_{31,\text{exp}} / \Delta m^2_{31,\text{model}}}\) directly determines all physical masses.
34: - **Atmospheric anchor is robust**: \(\Delta m^2_{31}\) is the primary atmospheric parameter measured in long-baseline experiments (T2K, NOvA, DUNE)."
00_original_metatime/Metatime-main/documents/fa00b095.md,40,other,top,- **Requires explicit \(F_{21}\) correction**: Must introduce pairwise topology factor \(F_{21} \approx 1.357\) (or \((F_{21})^2 \approx 1.841\)) to recover solar splitting.,"38: 
39: - **Solar splits are undershoot**: By definition, \(\Delta m^2_{21}\) comes out as \(\sim 4.09 \times 10^{-5}\,\text{eV}^2\), a factor ~1.84 too small compared to PDG (\(7.53 \times 10^{-5}\,\text{eV}^2\)).
40: - **Requires explicit \(F_{21}\) correction**: Must introduce pairwise topology factor \(F_{21} \approx 1.357\) (or \((F_{21})^2 \approx 1.841\)) to recover solar splitting.
41: - **Coupling to mass-1 introduces sensitivity**: If the mass-1 baseline or \(\Delta\epsilon_1\) eigenvalue definition changes, the entire atmospheric calibration shifts.
42: "
00_original_metatime/Metatime-main/documents/fa00b095.md,53,other,up,"- **Hides solar-atmospheric link**: Phenomenologically, the solar splitting depends sensitively on matter effects and mixing; decoupling it complicates global fits.","51: - **Not used in current pipeline**: None of the primary calibration documents (*Formal_SM.pdf*, *Coherence_law_application.pdf*) adopt this as default.
52: - **Requires more algebraic rewrites**: Changing from \(\Delta m^2_{31}\) to \(\Delta m^2_{32}\) requires updating calibration formulas and ensuring consistency with mass-1, mass-2, mass-3 definitions.
53: - **Hides solar-atmospheric link**: Phenomenologically, the solar splitting depends sensitively on matter effects and mixing; decoupling it complicates global fits.
54: 
55: ---"
00_original_metatime/Metatime-main/documents/fa00b095.md,83,other,top,"**The observed \(\Delta m^2_{21} = 7.53 \times 10^{-5}\,\text{eV}^2\) is recovered via pairwise topological correction:**","81: ### Solar Splitting Recovery
82: 
83: **The observed \(\Delta m^2_{21} = 7.53 \times 10^{-5}\,\text{eV}^2\) is recovered via pairwise topological correction:**
84: 
85: $$"
00_original_metatime/Metatime-main/documents/fa00b095.md,127,other,top,where \(\Omega_{ij}\) ranges from ~0 (solar) to ~1.0 (atmospheric); exponential form respects full topological dimensionality \(D_f = 2.7\) of Metatime manifold.,"125: F_{ij} = \exp(\Omega_{ij})
126: $$
127: where \(\Omega_{ij}\) ranges from ~0 (solar) to ~1.0 (atmospheric); exponential form respects full topological dimensionality \(D_f = 2.7\) of Metatime manifold.
128: 
129: ---"
00_original_metatime/Metatime-main/documents/fa00b095.md,179,other,up,**Consequence**: Decouples lightest state; solar \(\Delta m^2_{21}\) and atmospheric \(\Delta m^2_{31}\) both become derived/corrected.,"177: $$
178: 
179: **Consequence**: Decouples lightest state; solar \(\Delta m^2_{21}\) and atmospheric \(\Delta m^2_{31}\) both become derived/corrected.
180: 
181: **Advantage**: Resonance condition \(m^2_{32} L / 4E\) appears naturally in predictions."
00_original_metatime/Metatime-main/reports/AGENT6_DERIVATION_PRIORITY_REPORT_2026-03-25.md,13,other,down,"3. separate foundational equations from downstream phenomenology,","11: 1. identify the current structural situation of the repository,
12: 2. determine which equations should be derived first,
13: 3. separate foundational equations from downstream phenomenology,
14: 4. define a first priority ladder for derivation work.
15: "
00_original_metatime/Metatime-main/reports/AGENT6_DERIVATION_PRIORITY_REPORT_2026-03-25.md,37,other,top,The current visible top-level sectors are:,"35: 
36: ### 1.2 Major sectors visible in the repository
37: The current visible top-level sectors are:
38: - `documents/`
39: - `simulations/`"
00_original_metatime/Metatime-main/reports/AGENT6_DERIVATION_PRIORITY_REPORT_2026-03-25.md,41,other,NoParamSM,- `NoParamSM/`,"39: - `simulations/`
40: - `data/`
41: - `NoParamSM/`
42: - `ResChem/`
43: - root theory files"
00_original_metatime/Metatime-main/reports/AGENT6_DERIVATION_PRIORITY_REPORT_2026-03-25.md,62,other,down;up,"That means downstream objects can appear stronger than upstream foundations, even when they should only inherit from them.","60: - archive/reference material.
61: 
62: That means downstream objects can appear stronger than upstream foundations, even when they should only inherit from them.
63: 
64: ---"
00_original_metatime/Metatime-main/reports/AGENT6_DERIVATION_PRIORITY_REPORT_2026-03-25.md,95,other,neutrino,- neutrino sector,"93: 5. **Phenomenology / sectors**
94:    - Standard Model sectors
95:    - neutrino sector
96:    - hadrons
97:    - cosmology / CMB / H0"
00_original_metatime/Metatime-main/reports/AGENT6_DERIVATION_PRIORITY_REPORT_2026-03-25.md,115,other,down;up,"At present the repository contains enough content to support many downstream claims, but not enough canonical separation to guarantee that every later equation inherits from one stable source chain.","113: **freeze the canonical foundational equation chain.**
114: 
115: At present the repository contains enough content to support many downstream claims, but not enough canonical separation to guarantee that every later equation inherits from one stable source chain.
116: 
117: ### 3.2 Therefore the first derivation priority is:"
00_original_metatime/Metatime-main/reports/AGENT6_DERIVATION_PRIORITY_REPORT_2026-03-25.md,147,other,up,4. **Primitive update/evolution equation**,"145:    - Which closure law is foundationally prior to holonomy, memory, and fitted sector corrections?
146: 
147: 4. **Primitive update/evolution equation**
148:    - What is the first valid evolution law?
149:    - Purely geometric transport?"
00_original_metatime/Metatime-main/reports/AGENT6_DERIVATION_PRIORITY_REPORT_2026-03-25.md,150,other,up,- Purely arithmetic update?,"148:    - What is the first valid evolution law?
149:    - Purely geometric transport?
150:    - Purely arithmetic update?
151:    - Hybrid relation between both?
152: "
00_original_metatime/Metatime-main/reports/AGENT6_FILE_PLACEMENT_AUDIT_2026-03-25.md,41,other,top,## 2. Top-level directory audit,"39: ---
40: 
41: ## 2. Top-level directory audit
42: 
43: ### `documents/`"
00_original_metatime/Metatime-main/reports/AGENT6_FILE_PLACEMENT_AUDIT_2026-03-25.md,50,other,up,- archive / superseded PDFs.,"48: - foundational whitepapers,
49: - sector whitepapers,
50: - archive / superseded PDFs.
51: 
52: ### `simulations/`"
00_original_metatime/Metatime-main/reports/AGENT6_FILE_PLACEMENT_AUDIT_2026-03-25.md,55,other,down,**Assessment:** this is not foundational canon. It contains strong exploratory downstream content.,"53: **Observed content:** `Metatime_Framework(1).py`, `Standard Model/`, `PBH/`, `Toy-Model White-Thread Matrix F_ij — Next Steps/`.  
54: **Classification:** simulation and exploratory executable layer  
55: **Assessment:** this is not foundational canon. It contains strong exploratory downstream content.  
56: **Recommendation:** treat as `simulation/experiments`, not derivation source.
57: "
00_original_metatime/Metatime-main/reports/AGENT6_FILE_PLACEMENT_AUDIT_2026-03-25.md,59,other,down,"**Observed content:** FITS maps, CSVs, PNGs, an ipynb, interpretation markdowns, dated result directories.","57: 
58: ### `data/`
59: **Observed content:** FITS maps, CSVs, PNGs, an ipynb, interpretation markdowns, dated result directories.  
60: **Classification:** generated data / results / observational inputs  
61: **Assessment:** this folder is correct in spirit but mixes raw data and generated results too closely.  "
00_original_metatime/Metatime-main/reports/AGENT6_FILE_PLACEMENT_AUDIT_2026-03-25.md,67,other,NoParamSM,### `NoParamSM/`,"65: - `notebooks/` exploratory notebooks.
66: 
67: ### `NoParamSM/`
68: **Observed content:** solver scripts and result files (`.txt`, `.json`).  
69: **Classification:** sector solver / executable realization / phenomenology-facing numerics  "
00_original_metatime/Metatime-main/reports/AGENT6_FILE_PLACEMENT_AUDIT_2026-03-25.md,70,other,down,"**Assessment:** useful, but downstream of foundational canon.","68: **Observed content:** solver scripts and result files (`.txt`, `.json`).  
69: **Classification:** sector solver / executable realization / phenomenology-facing numerics  
70: **Assessment:** useful, but downstream of foundational canon.  
71: **Recommendation:** treat as a sector-implementation package, not as derivation source.
72: "
00_original_metatime/Metatime-main/reports/AGENT6_FILE_PLACEMENT_AUDIT_2026-03-25.md,99,other,down,- miscellaneous markdown.,"97: - Standard Model PDFs,
98: - cross-domain and hardware-related documents,
99: - miscellaneous markdown.
100: 
101: This should not be treated as one semantic bucket."
00_original_metatime/Metatime-main/reports/AGENT6_FILE_PLACEMENT_AUDIT_2026-03-25.md,103,other,down,### Issue C — simulation content is semantically downstream but visually prominent,"101: This should not be treated as one semantic bucket.
102: 
103: ### Issue C — simulation content is semantically downstream but visually prominent
104: The `simulations/` layer contains advanced exploratory material that can easily be mistaken for derivation source.
105: "
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,20,other,up,E = 0.01  # ~10 MeV (neutrina z supernowej),"18: dm31 = 2.5e-3
19: # Energia neutrina [GeV]
20: E = 0.01  # ~10 MeV (neutrina z supernowej)
21: # Kąty mieszania PMNS [rad]
22: theta12 = np.deg2rad(33.4)"
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,25,other,top,"delta_cp = 0.0  # standardowa faza Dirac CP (tu zerowa, bo CP pochodzi z fazy topologicznej)","23: theta23 = np.deg2rad(49.0)
24: theta13 = np.deg2rad(8.6)
25: delta_cp = 0.0  # standardowa faza Dirac CP (tu zerowa, bo CP pochodzi z fazy topologicznej)
26: 
27: # Stałe metatime"
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,28,other,top,gamma_time = 0.05  # bazowa topologiczna faza Berry'ego,"26: 
27: # Stałe metatime
28: gamma_time = 0.05  # bazowa topologiczna faza Berry'ego
29: epsilon = 1e-4     # stała sprzężenia metatime z Hamiltonianem
30: "
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,74,other,up,W uproszczeniu: zwracamy macierz 2x2 symetryczną.,"72:     """"""
73:     Tensor czasu T_{μν}(x) jako fluktuacje losowe.
74:     W uproszczeniu: zwracamy macierz 2x2 symetryczną.
75:     """"""
76:     # Dla uproszczenia: tylko składowe przestrzenne 2D"
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,76,other,up,# Dla uproszczenia: tylko składowe przestrzenne 2D,"74:     W uproszczeniu: zwracamy macierz 2x2 symetryczną.
75:     """"""
76:     # Dla uproszczenia: tylko składowe przestrzenne 2D
77:     T = np.zeros((2, 2))
78:     T[0, 0] = 1.0 + amplitude * np.random.randn()"
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,90,other,up,Dla uproszczenia: Σ^{μν} ~ macierz Pauliego/Diraca.,"88:     Operator czasu według równania (2):
89:     \hat{T} = φ·I + T_{μν}·Σ^{μν}
90:     Dla uproszczenia: Σ^{μν} ~ macierz Pauliego/Diraca.
91:     Tutaj używamy macierzy 2x2 (dla spinorów dwuskładnikowych).
92:     """""""
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,95,other,up,"# Uproszczenie: T_{μν} jako wektor 4-składnikowy dla μ,ν=0,1,2,3","93:     # Macierze Pauliego (z rozszerzeniem do 2x2)
94:     sigma = [np.eye(2), np.array([[0, 1], [1, 0]]), np.array([[0, -1j], [1j, 0]]), np.array([[1, 0], [0, -1]])]
95:     # Uproszczenie: T_{μν} jako wektor 4-składnikowy dla μ,ν=0,1,2,3
96:     # Dla 2D: bierzemy tylko pierwsze 3 składowe
97:     T_flat = T.flatten()"
00_original_metatime/Metatime-main/simulations/Metatime_Framework(1).py,121,other,top,# 6. TOPOLOGICZNA FAZA BERRY'EGO WZDŁUŻ TRAJEKTORII,"119: 
120: # ============================================================================
121: # 6. TOPOLOGICZNA FAZA BERRY'EGO WZDŁUŻ TRAJEKTORII
122: # ============================================================================
123: def berry_connection(H, dH_dlambda):"
31_debt9_sector_basis_white_thread_operator_v3_3/results/ckm_relative_basis_skeleton_v3_3.csv,2,other,down;up,"u,d,up_light_basis,down_light_basis,True,True,False,relative_Berry_phase_rotation_skeleton,False,False,False","1: up_fermion,down_fermion,up_basis_axis,down_basis_axis,same_generation,same_sector_family,heavy_bridge,basis_relation_type,white_thread_required,ckm_numeric_value_allowed_here,pdg_input_used
2: u,d,up_light_basis,down_light_basis,True,True,False,relative_Berry_phase_rotation_skeleton,False,False,False
3: u,s,up_light_basis,down_light_basis,False,True,False,relative_Berry_phase_rotation_skeleton,False,False,False
4: u,b,up_light_basis,down_heavy_basis,False,False,True,relative_Berry_phase_rotation_skeleton,True,False,False"
31_debt9_sector_basis_white_thread_operator_v3_3/results/ckm_relative_basis_skeleton_v3_3.csv,3,other,down;up,"u,s,up_light_basis,down_light_basis,False,True,False,relative_Berry_phase_rotation_skeleton,False,False,False","1: up_fermion,down_fermion,up_basis_axis,down_basis_axis,same_generation,same_sector_family,heavy_bridge,basis_relation_type,white_thread_required,ckm_numeric_value_allowed_here,pdg_input_used
2: u,d,up_light_basis,down_light_basis,True,True,False,relative_Berry_phase_rotation_skeleton,False,False,False
3: u,s,up_light_basis,down_light_basis,False,True,False,relative_Berry_phase_rotation_skeleton,False,False,False
4: u,b,up_light_basis,down_heavy_basis,False,False,True,relative_Berry_phase_rotation_skeleton,True,False,False
5: c,d,up_heavy_basis,down_light_basis,False,False,True,relative_Berry_phase_rotation_skeleton,True,False,False"
